,Administrative_Visited,Administrative_Duration,Informational_Visited,Informational_Duration,ProductRelated_Visited,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Average_D,Average_user_visit
1998,1,14.0,0,0.0,13,909.5,0.0,0.014285714,0.0,0.0,Mar,1,1,1,10,Returning_Visitor,No,NotBuy,307.8333333333333,4.666666666666667
1999,3,188.0,0,0.0,22,1436.45,0.0,0.009090909,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,No,NotBuy,541.4833333333333,8.333333333333334
2000,8,352.2428571,6,241.5,45,1998.444081,0.009090909,0.01644733,2.842307011,0.0,Mar,3,2,1,2,Returning_Visitor,Yes,NotBuy,864.0623127,19.666666666666668
2001,4,73.75,1,58.0,12,777.5,0.0,0.015555556,10.782,0.0,Mar,2,2,1,2,Returning_Visitor,Yes,Buy,303.0833333333333,5.666666666666667
2002,0,0.0,0,0.0,4,126.5,0.016666667,0.091666667,0.0,0.0,Mar,2,5,3,2,Returning_Visitor,Yes,NotBuy,42.166666666666664,1.3333333333333333
2003,0,0.0,0,0.0,8,100.0,0.0,0.025,0.0,0.0,Mar,1,1,7,1,Returning_Visitor,No,NotBuy,33.333333333333336,2.6666666666666665
2004,1,95.0,0,0.0,27,598.45,0.0,0.014814815,0.0,0.0,Mar,2,2,2,2,Returning_Visitor,No,NotBuy,231.15,9.333333333333334
2005,0,0.0,0,0.0,7,87.71428571,0.042857143,0.089285714,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,No,NotBuy,29.238095236666666,2.3333333333333335
2006,6,145.0,6,199.0,40,1834.166667,0.0,0.006734694,49.47040982,0.0,Mar,2,5,3,2,Returning_Visitor,No,Buy,726.0555556666667,17.333333333333332
2007,0,0.0,0,0.0,2,15.0,0.0,0.1,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,No,NotBuy,5.0,0.6666666666666666
2008,3,221.5,4,172.0,28,1365.216667,0.0,0.012301587,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,No,NotBuy,586.238889,11.666666666666666
2009,0,0.0,0,0.0,6,36.0,0.066666667,0.133333333,0.0,0.0,Mar,4,1,1,3,Returning_Visitor,Yes,NotBuy,12.0,2.0
2010,4,82.5,3,419.0,22,1005.806061,0.0,0.007407407,0.0,0.0,Mar,2,2,2,2,New_Visitor,Yes,NotBuy,502.4353536666667,9.666666666666666
2011,6,92.0,3,101.0,76,5186.116667,0.004878049,0.024837398,6.548011382,0.0,Mar,2,2,3,2,Returning_Visitor,No,NotBuy,1793.0388890000002,28.333333333333332
2012,9,183.5,2,29.66666667,52,2211.608333,0.008888889,0.010251724,1.816474074,0.0,Mar,4,2,1,2,Returning_Visitor,No,Buy,808.2583332233334,21.0
2013,0,0.0,0,0.0,8,167.0,0.0,0.05,0.0,0.0,Mar,2,5,1,3,Returning_Visitor,No,NotBuy,55.666666666666664,2.6666666666666665
2014,2,36.0,0,0.0,47,2102.581502,0.004166667,0.010416667,14.63957834,0.0,Mar,1,1,2,1,Returning_Visitor,No,NotBuy,712.8605006666667,16.333333333333332
2015,8,139.6818182,8,353.3333333,45,2003.415152,0.007142857,0.00755102,5.576720936,0.0,Mar,2,2,4,2,Returning_Visitor,No,Buy,832.1434345000001,20.333333333333332
2016,4,50.5,3,54.0,41,1490.552778,0.0,0.006589147,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,No,NotBuy,531.6842593333333,16.0
2017,9,124.125,0,0.0,35,1988.658333,0.008943089,0.030662021,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,No,NotBuy,704.2611110000001,14.666666666666666
2018,0,0.0,0,0.0,8,148.75,0.0,0.025,0.0,0.0,Mar,2,4,3,2,Returning_Visitor,Yes,NotBuy,49.583333333333336,2.6666666666666665
2019,0,0.0,0,0.0,2,134.0,0.0,0.1,0.0,0.0,Mar,3,2,7,9,Returning_Visitor,Yes,NotBuy,44.666666666666664,0.6666666666666666
2020,1,5.0,0,0.0,16,191.0714286,0.0,0.0125,0.0,0.0,Mar,2,4,1,10,Returning_Visitor,No,NotBuy,65.35714286666666,5.666666666666667
2021,0,0.0,1,0.0,16,222.0,0.025,0.03125,0.0,0.0,Mar,1,2,1,2,Returning_Visitor,No,NotBuy,74.0,5.666666666666667
2022,2,47.5,0,0.0,5,116.5,0.0,0.005714286,0.0,0.0,Mar,3,2,5,2,Returning_Visitor,Yes,NotBuy,54.666666666666664,2.3333333333333335
2023,0,0.0,0,0.0,3,190.0,0.0,0.066666667,0.0,0.0,Mar,2,7,4,3,Returning_Visitor,Yes,NotBuy,63.333333333333336,1.0
2024,0,0.0,0,0.0,68,809.2456349,0.002985075,0.005970149,109.9124051,0.0,Mar,2,5,4,2,Returning_Visitor,No,Buy,269.74854496666666,22.666666666666668
2025,0,0.0,0,0.0,8,262.1666667,0.0,0.020833333,0.0,0.0,Mar,2,2,2,2,Returning_Visitor,No,NotBuy,87.3888889,2.6666666666666665
2026,0,0.0,0,0.0,4,22.0,0.05,0.1,0.0,0.0,Mar,2,4,6,3,Returning_Visitor,Yes,NotBuy,7.333333333333333,1.3333333333333333
2027,4,55.32575758,0,0.0,11,234.9924242,0.0,0.018181818,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,No,NotBuy,96.77272726,5.0
2028,0,0.0,0,0.0,8,258.0,0.025,0.075,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,No,NotBuy,86.0,2.6666666666666665
2029,0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,No,NotBuy,0.0,0.6666666666666666
2030,1,185.0,6,263.0,6,133.3333333,0.0,0.019230769,0.0,0.0,Mar,3,2,3,3,Returning_Visitor,No,NotBuy,193.77777776666667,4.333333333333333
2031,13,241.7666667,0,0.0,12,255.3,0.002,0.036666667,0.0,0.0,Mar,2,2,8,2,Returning_Visitor,No,NotBuy,165.68888890000002,8.333333333333334
2032,5,145.5,0,0.0,96,1524.748377,0.0,0.007239057,0.0,0.0,Mar,2,2,9,2,Returning_Visitor,No,NotBuy,556.749459,33.666666666666664
2033,2,160.0,0,0.0,17,1306.666667,0.010526316,0.014035088,0.0,0.0,Mar,3,2,2,3,Returning_Visitor,No,NotBuy,488.888889,6.333333333333333
2034,2,28.66666667,0,0.0,12,224.1666667,0.0,0.023333333,44.73466667,0.0,Mar,3,2,6,2,Returning_Visitor,No,Buy,84.27777779,4.666666666666667
2035,0,0.0,0,0.0,24,473.6833333,0.008333333,0.00952381,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,No,NotBuy,157.89444443333335,8.0
2036,6,253.0,0,0.0,21,686.4,0.003846154,0.012179487,0.0,0.0,Mar,1,1,3,3,Returning_Visitor,No,NotBuy,313.1333333333333,9.0
2037,0,0.0,0,0.0,4,80.0,0.05,0.075,0.0,0.0,Mar,3,2,4,1,Returning_Visitor,No,NotBuy,26.666666666666668,1.3333333333333333
2038,0,0.0,0,0.0,1,0.0,0.0,0.2,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,No,NotBuy,0.0,0.3333333333333333
2039,0,0.0,0,0.0,1,61.0,0.0,0.1,0.0,0.0,Mar,3,2,4,15,Returning_Visitor,Yes,NotBuy,20.333333333333332,0.3333333333333333
2040,2,220.3333333,1,70.5,75,3537.991667,0.011714286,0.027362361,5.770959977,0.0,Mar,2,2,6,1,Returning_Visitor,No,NotBuy,1276.2750001,26.0
2041,7,445.3333333,1,135.5,52,1896.272222,0.005310734,0.013192815,3.795661017,0.0,Mar,3,2,6,1,Returning_Visitor,No,NotBuy,825.7018517666667,20.0
2042,2,50.0,0,0.0,29,598.297619,0.0,0.016666667,0.0,0.0,Mar,2,6,3,1,Returning_Visitor,No,NotBuy,216.09920633333334,10.333333333333334
2043,0,0.0,0,0.0,10,127.5,0.0,0.02,0.0,0.0,Mar,3,2,1,10,Returning_Visitor,No,NotBuy,42.5,3.3333333333333335
2044,5,76.0,0,0.0,7,154.0,0.0,0.005555556,0.0,0.0,Mar,1,2,3,2,New_Visitor,Yes,NotBuy,76.66666666666667,4.0
2045,13,654.775,8,604.8,160,5349.563713,0.001142857,0.001799477,17.34893623,0.0,Mar,2,2,1,2,Returning_Visitor,Yes,Buy,2203.0462376666665,60.333333333333336
2046,0,0.0,0,0.0,1,0.0,0.0,0.1,0.0,0.0,Mar,2,2,2,6,Returning_Visitor,No,NotBuy,0.0,0.3333333333333333
2047,0,0.0,0,0.0,3,77.0,0.0,0.066666667,0.0,0.0,Mar,4,2,6,1,Returning_Visitor,No,NotBuy,25.666666666666668,1.0
2048,0,0.0,0,0.0,7,98.5,0.071428571,0.1,0.0,0.0,Mar,1,1,6,1,Returning_Visitor,No,NotBuy,32.833333333333336,2.3333333333333335
2049,0,0.0,0,0.0,12,810.0,0.0,0.016666667,0.0,0.0,Mar,2,2,6,10,Returning_Visitor,No,NotBuy,270.0,4.0
2050,0,0.0,0,0.0,3,903.0,0.0,0.066666667,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,No,NotBuy,301.0,1.0
2051,5,87.0,0,0.0,86,2973.008333,0.002222222,0.015740741,0.0,0.0,Mar,2,2,8,1,Returning_Visitor,No,NotBuy,1020.0027776666667,30.333333333333332
2052,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,5,2,3,Returning_Visitor,No,NotBuy,0.0,0.3333333333333333
2053,2,17.0,0,0.0,7,1093.0,0.0375,0.1125,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,No,NotBuy,370.0,3.0
2054,0,0.0,0,0.0,3,137.0,0.0,0.1,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,No,NotBuy,45.666666666666664,1.0
2055,0,0.0,0,0.0,8,136.75,0.005,0.105,0.0,0.0,Mar,2,2,2,10,Returning_Visitor,No,NotBuy,45.583333333333336,2.6666666666666665
2056,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,No,NotBuy,0.0,0.3333333333333333
2057,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,No,NotBuy,0.0,0.3333333333333333
2058,3,96.0,0,0.0,6,384.0,0.0,0.025,0.0,0.0,Mar,3,2,1,2,New_Visitor,No,NotBuy,160.0,3.0
2059,0,0.0,0,0.0,9,125.0,0.0,0.022222222,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,No,NotBuy,41.666666666666664,3.0
2060,0,0.0,0,0.0,2,44.0,0.0,0.05,0.0,0.0,Mar,2,4,1,3,Returning_Visitor,No,NotBuy,14.666666666666666,0.6666666666666666
2061,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2,5,1,3,Returning_Visitor,No,NotBuy,0.0,0.3333333333333333
2062,4,35.125,0,0.0,31,1975.458333,0.0,0.01,0.0,0.0,Mar,2,2,3,3,New_Visitor,Yes,NotBuy,670.1944443333333,11.666666666666666
2063,4,71.5,0,0.0,42,758.75,0.004444444,0.015555556,0.0,0.0,Mar,2,5,2,2,Returning_Visitor,No,NotBuy,276.75,15.333333333333334
2064,9,222.5,2,46.66666667,20,1267.155556,0.001481481,0.017977208,16.1728,0.0,Mar,2,2,3,2,Returning_Visitor,No,Buy,512.1074075566667,10.333333333333334
2065,4,200.8333333,0,0.0,18,381.3333333,0.0,0.009090909,0.0,0.0,Mar,2,4,7,2,New_Visitor,Yes,NotBuy,194.05555553333332,7.333333333333333
2066,2,33.5,1,91.0,31,1271.821212,0.0,0.011505376,1.592774194,0.0,Mar,1,8,4,1,Returning_Visitor,No,Buy,465.440404,11.333333333333334
2067,0,0.0,0,0.0,32,827.6462121,0.0,0.00058651,54.67634844,0.0,Mar,2,2,7,2,Returning_Visitor,No,Buy,275.8820707,10.666666666666666
2068,0,0.0,0,0.0,5,36.0,0.15,0.1625,0.0,0.0,Mar,3,2,3,1,Returning_Visitor,No,NotBuy,12.0,1.6666666666666667
2069,7,120.5,0,0.0,19,1011.5,0.0,0.00952381,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,No,NotBuy,377.3333333333333,8.666666666666666
2070,5,243.6666667,1,415.0,20,1267.233333,0.0,0.01,91.98,0.0,Mar,1,1,3,1,Returning_Visitor,No,Buy,641.9666665666666,8.666666666666666
2071,5,53.0,1,97.0,66,4891.972222,0.0,0.002159624,0.0,0.0,Mar,2,2,8,1,Returning_Visitor,No,NotBuy,1680.6574073333334,24.0
2072,0,0.0,0,0.0,27,694.3035714,0.0,0.007692308,11.99264025,0.0,Mar,1,1,1,2,Returning_Visitor,Yes,Buy,231.4345238,9.0
2073,4,148.5,1,118.0,150,4764.429997,0.0,0.005636724,33.33074497,0.0,Mar,2,2,5,2,Returning_Visitor,No,NotBuy,1676.9766656666668,51.666666666666664
2074,0,0.0,0,0.0,31,1350.5,0.006451613,0.016129032,0.0,0.0,Mar,2,5,2,2,Returning_Visitor,No,NotBuy,450.1666666666667,10.333333333333334
2075,0,0.0,1,56.0,17,1385.833333,0.005882353,0.017647059,39.85866667,0.0,Mar,2,2,1,2,Returning_Visitor,No,Buy,480.611111,6.0
2076,1,6.0,0,0.0,15,500.0,0.026666667,0.073333333,19.996,0.0,Mar,2,2,3,1,Returning_Visitor,No,Buy,168.66666666666666,5.333333333333333
2077,2,26.0,0,0.0,22,285.9880952,0.0,0.0125,0.0,0.0,Mar,1,1,6,8,Returning_Visitor,No,NotBuy,103.99603173333333,8.0
2078,1,6.0,0,0.0,6,45.5,0.057142857,0.114285714,0.0,0.0,Mar,1,1,3,3,Returning_Visitor,No,NotBuy,17.166666666666668,2.3333333333333335
2079,5,129.5,0,0.0,13,1507.333333,0.016666667,0.028125,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,No,NotBuy,545.611111,6.0
2080,3,223.0,1,24.0,27,1460.566667,0.0,0.006666667,0.0,0.0,Mar,2,2,8,2,New_Visitor,Yes,NotBuy,569.188889,10.333333333333334
2081,0,0.0,0,0.0,4,214.0,0.0,0.05,0.0,0.0,Mar,2,2,3,3,Returning_Visitor,No,NotBuy,71.33333333333333,1.3333333333333333
2082,0,0.0,0,0.0,6,136.5,0.0,0.033333333,0.0,0.0,Mar,3,3,1,2,Returning_Visitor,No,NotBuy,45.5,2.0
2083,0,0.0,0,0.0,6,254.0,0.025,0.0875,0.0,0.0,Mar,1,1,6,10,Returning_Visitor,No,NotBuy,84.66666666666667,2.0
2084,1,5.0,0,0.0,13,545.5714286,0.013333333,0.020784314,26.12015415,0.0,Mar,2,2,3,2,Returning_Visitor,Yes,Buy,183.52380953333332,4.666666666666667
2085,2,91.0,3,865.0,27,1244.833333,0.0,0.006896552,0.0,0.0,Mar,2,2,1,2,New_Visitor,Yes,NotBuy,733.611111,10.666666666666666
2086,1,78.0,0,0.0,21,555.8944444,0.0,0.002380952,24.75047619,0.0,Mar,1,1,1,2,New_Visitor,No,Buy,211.29814813333334,7.333333333333333
2087,0,0.0,0,0.0,19,429.6333333,0.0,0.005263158,0.0,0.0,Mar,2,4,1,3,Returning_Visitor,Yes,NotBuy,143.2111111,6.333333333333333
2088,0,0.0,0,0.0,10,111.0,0.0,0.02,0.0,0.0,Mar,2,4,7,3,Returning_Visitor,No,NotBuy,37.0,3.3333333333333335
2089,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,Yes,NotBuy,0.0,0.3333333333333333
2090,3,46.5,0,0.0,16,402.6904762,0.0,0.0125,0.0,0.0,Mar,2,4,1,1,Returning_Visitor,Yes,NotBuy,149.73015873333333,6.333333333333333
2091,0,0.0,0,0.0,15,292.6944444,0.0,0.005128205,54.98,0.0,May,3,2,4,4,Returning_Visitor,No,Buy,97.56481480000001,5.0
2092,0,0.0,0,0.0,24,654.0666667,0.0,0.001449275,0.0,0.8,May,3,2,1,2,Returning_Visitor,No,NotBuy,218.02222223333334,8.0
2093,2,254.0,1,39.0,95,4990.959524,0.004123711,0.015307716,5.638103093,0.0,May,2,2,1,6,Returning_Visitor,No,Buy,1761.3198413333332,32.666666666666664
2094,0,0.0,0,0.0,4,158.0,0.05,0.1,0.0,0.0,May,2,2,4,13,Returning_Visitor,No,NotBuy,52.666666666666664,1.3333333333333333
2095,0,0.0,0,0.0,77,3332.208333,0.002040816,0.024719927,0.0,0.6,May,2,2,3,6,Returning_Visitor,No,NotBuy,1110.736111,25.666666666666668
2096,0,0.0,0,0.0,130,4164.936905,0.006153846,0.012319347,0.0,0.0,May,3,2,6,13,Returning_Visitor,No,NotBuy,1388.3123016666666,43.333333333333336
2097,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1,1,1,3,Returning_Visitor,No,NotBuy,0.0,0.3333333333333333
2098,5,85.66666667,0,0.0,25,1194.5,0.0,0.007692308,11.51923077,0.0,May,2,2,1,2,New_Visitor,No,Buy,426.72222222333335,10.0
2099,3,154.5,0,0.0,21,638.3333333,0.0,0.047222222,0.0,0.0,May,2,5,4,4,Returning_Visitor,No,NotBuy,264.2777777666667,8.0
2100,0,0.0,0,0.0,13,152.25,0.030769231,0.025641026,0.0,0.0,May,1,2,5,2,Returning_Visitor,No,NotBuy,50.75,4.333333333333333
2101,0,0.0,0,0.0,17,631.5,0.011764706,0.064705882,0.0,0.8,May,2,2,1,13,Returning_Visitor,No,NotBuy,210.5,5.666666666666667
2102,0,0.0,0,0.0,9,58.0,0.155555556,0.177777778,0.0,0.0,May,1,1,1,3,Returning_Visitor,Yes,NotBuy,19.333333333333332,3.0
2103,7,598.0,3,144.5,83,6860.632738,0.011512297,0.039305682,0.0,0.4,May,2,2,1,2,Returning_Visitor,No,NotBuy,2534.3775793333334,31.0
2104,0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.6,May,1,1,1,3,Returning_Visitor,No,NotBuy,0.0,0.6666666666666666
2105,1,3.0,0,0.0,28,271.125,0.0,0.002564103,0.0,0.0,May,4,2,1,3,New_Visitor,No,NotBuy,91.375,9.666666666666666
2106,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1,1,1,6,Returning_Visitor,No,NotBuy,0.0,0.3333333333333333
2107,1,7.0,0,0.0,151,2564.278157,0.00917226,0.0210895,0.0,0.6,May,1,1,1,15,Returning_Visitor,No,NotBuy,857.0927190000001,50.666666666666664
2108,0,0.0,0,0.0,12,896.5,0.008333333,0.025,14.6895,0.6,May,2,5,1,5,Returning_Visitor,No,Buy,298.8333333333333,4.0
2109,3,226.9545455,0,0.0,57,4895.022989,0.003333333,0.023321256,0.0,0.0,May,2,2,1,13,Returning_Visitor,No,NotBuy,1707.3258448333333,20.0
2110,6,97.88235294,2,9.0,58,2293.59902,0.008357771,0.033973374,6.7485,0.0,May,2,2,7,4,Returning_Visitor,No,Buy,800.1604576466667,22.0
2111,4,515.6,0,0.0,77,1449.683333,0.0,0.002631579,0.0,0.0,May,2,2,4,2,Returning_Visitor,No,NotBuy,655.0944443333333,27.0
2112,1,397.5,3,89.5,8,249.0,0.066666667,0.091666667,0.0,0.0,May,3,2,1,6,Returning_Visitor,Yes,NotBuy,245.33333333333334,4.0
2113,2,16.5,0,0.0,5,37.5,0.0,0.033333333,0.0,0.0,May,2,2,1,3,Returning_Visitor,No,NotBuy,18.0,2.3333333333333335
2114,2,30.0,0,0.0,10,121.0,0.016666667,0.025,0.0,0.0,May,3,6,3,3,New_Visitor,No,NotBuy,50.333333333333336,4.0
2115,6,60.0,1,30.0,51,1403.841919,0.003636364,0.009090909,20.2453697,0.0,May,2,4,1,2,Returning_Visitor,No,NotBuy,497.9473063333333,19.333333333333332
2116,0,0.0,0,0.0,8,227.0,0.025,0.05,0.0,0.0,May,3,2,6,13,Returning_Visitor,No,NotBuy,75.66666666666667,2.6666666666666665
2117,0,0.0,0,0.0,8,228.0,0.025,0.075,0.0,0.0,May,2,2,3,3,Returning_Visitor,No,NotBuy,76.0,2.6666666666666665
2118,1,22.75,0,0.0,16,461.0833333,0.0,0.011458333,17.991,0.0,May,2,2,1,4,Returning_Visitor,No,NotBuy,161.27777776666667,5.666666666666667
2119,0,0.0,0,0.0,2,12.0,0.0,0.1,0.0,0.0,May,1,1,1,3,Returning_Visitor,Yes,NotBuy,4.0,0.6666666666666666
2120,4,46.5,0,0.0,34,762.5,0.0,0.013513514,0.0,0.6,May,2,2,1,4,Returning_Visitor,No,NotBuy,269.6666666666667,12.666666666666666
2121,0,0.0,0,0.0,5,74.5,0.0,0.08,0.0,0.6,May,1,1,1,3,Returning_Visitor,No,NotBuy,24.833333333333332,1.6666666666666667
2122,3,27.0,0,0.0,21,898.0,0.015384615,0.042307692,10.94723077,0.6,May,2,2,1,3,Returning_Visitor,No,Buy,308.3333333333333,8.0
2123,3,23.0,0,0.0,5,91.0,0.0,0.0125,0.0,0.0,May,2,2,6,18,Returning_Visitor,Yes,NotBuy,38.0,2.6666666666666665
2124,0,0.0,0,0.0,19,583.1666667,0.010526316,0.030701754,0.0,0.8,May,2,4,1,3,Returning_Visitor,No,NotBuy,194.38888889999998,6.333333333333333
2125,3,62.0,0,0.0,13,392.9285714,0.0125,0.025,0.0,0.0,May,3,2,3,2,New_Visitor,No,NotBuy,151.64285713333334,5.333333333333333
2126,2,102.0,0,0.0,13,177.5,0.0,0.026666667,0.0,0.0,May,2,2,4,3,New_Visitor,Yes,NotBuy,93.16666666666667,5.0
2127,0,0.0,0,0.0,13,436.0,0.030769231,0.079487179,0.0,0.6,May,1,1,4,2,Returning_Visitor,No,NotBuy,145.33333333333334,4.333333333333333
2128,3,61.0,0,0.0,79,2819.966667,0.006097561,0.024390244,0.0,0.0,May,2,2,1,13,Returning_Visitor,No,NotBuy,960.3222223333333,27.333333333333332
2129,0,0.0,0,0.0,2,4.0,0.0,0.1,0.0,0.8,May,2,5,4,1,Returning_Visitor,No,NotBuy,1.3333333333333333,0.6666666666666666
2130,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2,4,1,3,Returning_Visitor,No,NotBuy,0.0,0.3333333333333333
2131,0,0.0,0,0.0,23,1888.5,0.0,0.008695652,46.00643478,0.0,May,2,2,4,4,New_Visitor,Yes,Buy,629.5,7.666666666666667
2132,7,238.4666667,7,300.9,33,1801.371429,0.0055,0.040415616,8.08269,0.0,May,2,1,1,4,Returning_Visitor,Yes,NotBuy,780.2460319,15.666666666666666
2133,1,92.0,0,0.0,117,13158.66667,0.006896552,0.041810345,0.0,0.0,May,2,6,4,4,Returning_Visitor,Yes,NotBuy,4416.88889,39.333333333333336
2134,0,0.0,0,0.0,6,140.0,0.0,0.033333333,0.0,0.0,May,2,6,3,6,Returning_Visitor,No,NotBuy,46.666666666666664,2.0
2135,0,0.0,0,0.0,5,252.5,0.0,0.02,0.0,0.0,May,2,2,2,2,Returning_Visitor,No,NotBuy,84.16666666666667,1.6666666666666667
2136,0,0.0,0,0.0,12,666.0,0.0,0.018181818,0.0,0.0,May,2,4,8,2,Returning_Visitor,No,NotBuy,222.0,4.0
2137,0,0.0,0,0.0,36,851.3333333,0.010810811,0.032432432,0.0,0.2,May,4,1,1,4,Returning_Visitor,No,NotBuy,283.7777777666667,12.0
2138,0,0.0,0,0.0,18,224.0,0.011764706,0.02254902,0.0,0.2,May,1,2,3,4,Returning_Visitor,No,NotBuy,74.66666666666667,6.0
2139,0,0.0,0,0.0,13,253.3333333,0.030769231,0.073076923,0.0,0.8,May,2,2,5,3,Returning_Visitor,No,NotBuy,84.44444443333333,4.333333333333333
2140,9,175.9333333,0,0.0,28,717.2190476,0.005882353,0.017058824,0.0,1.0,May,2,2,5,4,Returning_Visitor,Yes,NotBuy,297.71746029999997,12.333333333333334
2141,0,0.0,0,0.0,22,370.3333333,0.018181818,0.054545455,0.0,0.6,May,2,2,4,13,Returning_Visitor,No,NotBuy,123.44444443333333,7.333333333333333
2142,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1,1,1,3,Returning_Visitor,Yes,NotBuy,0.0,0.3333333333333333
2143,4,47.0,0,0.0,29,5198.533333,0.0,0.019892473,0.0,0.0,May,2,4,2,2,Returning_Visitor,No,NotBuy,1748.511111,11.0
2144,4,92.0,0,0.0,19,1148.838095,0.012121212,0.025289256,32.06509091,0.0,May,3,2,3,3,Returning_Visitor,No,NotBuy,413.61269833333336,7.666666666666667
2145,1,4.0,0,0.0,13,152.6666667,0.033333333,0.083333333,0.0,0.0,May,2,2,3,6,Returning_Visitor,No,NotBuy,52.22222223333333,4.666666666666667
2146,0,0.0,0,0.0,6,474.0,0.0,0.016666667,0.0,0.0,May,2,4,1,2,New_Visitor,Yes,NotBuy,158.0,2.0
2147,0,0.0,0,0.0,15,907.5,0.006666667,0.031111111,0.0,0.6,May,2,2,7,2,Returning_Visitor,No,NotBuy,302.5,5.0
2148,0,0.0,0,0.0,12,505.3333333,0.083333333,0.123412698,0.0,0.4,May,2,2,1,6,Returning_Visitor,No,NotBuy,168.44444443333333,4.0
2149,0,0.0,0,0.0,20,497.0,0.015,0.045416667,0.0,0.0,May,3,2,1,1,Returning_Visitor,No,NotBuy,165.66666666666666,6.666666666666667
2150,2,675.3333333,0,0.0,46,1103.916667,0.0,0.004081633,0.0,0.8,May,2,4,4,4,Returning_Visitor,No,NotBuy,593.0833334333333,16.0
2151,0,0.0,0,0.0,4,0.0,0.2,0.2,0.0,0.6,May,3,2,4,3,Returning_Visitor,No,NotBuy,0.0,1.3333333333333333
2152,2,37.0,1,18.0,25,430.5,0.0,0.007142857,0.0,0.0,May,2,2,2,2,Returning_Visitor,Yes,NotBuy,161.83333333333334,9.333333333333334
2153,2,129.0,0,0.0,31,866.7,0.011827957,0.034101382,18.11148387,0.0,May,3,2,6,1,Returning_Visitor,No,Buy,331.90000000000003,11.0
2154,0,0.0,0,0.0,21,1492.166667,0.023809524,0.055555556,0.0,0.0,May,2,2,3,2,Returning_Visitor,No,NotBuy,497.388889,7.0
2155,0,0.0,0,0.0,7,17.0,0.085714286,0.142857143,0.0,0.0,May,2,4,3,3,Returning_Visitor,No,NotBuy,5.666666666666667,2.3333333333333335
2156,0,0.0,0,0.0,7,137.5,0.0,0.033333333,0.0,0.6,May,2,2,1,3,Returning_Visitor,No,NotBuy,45.833333333333336,2.3333333333333335
2157,0,0.0,0,0.0,20,950.3285714,0.072108844,0.086507937,0.0,1.0,May,2,2,4,1,Returning_Visitor,Yes,NotBuy,316.77619046666666,6.666666666666667
2158,0,0.0,0,0.0,2,7.0,0.0,0.1,0.0,0.8,May,1,1,1,3,Returning_Visitor,No,NotBuy,2.3333333333333335,0.6666666666666666
2159,0,0.0,0,0.0,18,286.0,0.011111111,0.061111111,0.0,0.8,May,2,2,9,3,Returning_Visitor,No,NotBuy,95.33333333333333,6.0
2160,2,144.0,0,0.0,25,1711.333333,0.0,0.008,0.0,0.0,May,2,2,1,1,Returning_Visitor,No,NotBuy,618.4444443333333,9.0
2161,1,6.0,0,0.0,45,2487.333333,0.018604651,0.066666667,0.0,0.0,May,2,2,7,11,Returning_Visitor,No,NotBuy,831.111111,15.333333333333334
2162,0,0.0,0,0.0,5,829.5,0.0,0.04,0.0,0.0,May,2,2,3,2,Returning_Visitor,Yes,NotBuy,276.5,1.6666666666666667
2163,1,0.0,0,0.0,7,88.0,0.0625,0.116666667,0.0,0.8,May,3,2,1,6,Returning_Visitor,No,NotBuy,29.333333333333332,2.6666666666666665
2164,7,89.5,0,0.0,26,1163.333333,0.0,0.009375,26.983125,0.0,May,3,2,3,4,New_Visitor,No,Buy,417.611111,11.0
2165,3,91.75,0,0.0,20,1171.333333,0.003174603,0.018571429,0.0,0.0,May,3,2,2,4,Returning_Visitor,Yes,NotBuy,421.0277776666667,7.666666666666667
